estSEFD_X,estSEFD_S,Manual_Pcal,Dropped_Chans,ExpID
1903.3,2054.1,False,,r1929
1206.4,1346.7,False,,aov043
1444.6,2005.1,False,,r1930
1513.5,1839.1,False,,aov044
1464.4,2757.0,False,,r1939
1979.7,2629.0,False,,r1940
2083.4,2526.6,False,,apsg46
2031.7,2620.9,False,,r1942
4252.3,3353.2,False,,crf118
1429.2,1619.2,False,,r1943
1599.2,1738.6,False,,aov046
1935.3,2266.9,False,,r1947
3208.1,2327.2,False,,r1952
1605.5,1579.7,False,,r1953
1542.8,1539.3,False,,r1954
